sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,legacy_sr_number,parent_sr_number,community_area,ward,electrical_district,electricity_grid,police_sector,police_district,police_beat,precinct,sanitation_division_days,x_coordinate,y_coordinate,latitude.x,longitude.x,location,bldg_id,latitude.y,longitude.y,complaint_violation,bldg_sq_fo,shape_area,stories,year_built,bldg_condi,graffiti_address,one_light_address,pot_holes_address,all_lights_address,tree_trims_address,tree_debris_address,alley_lights_address,garbage_carts_address,sanitation_code_address,rodent_baiting_address,abandoned_vehicles_address,abandoned_buildings_address,graffiti_community,one_light_community,pot_holes_community,all_lights_community,tree_trims_community,tree_debris_community,alley_lights_community,garbage_carts_community,sanitation_code_community,rodent_baiting_community,abandoned_vehicles_community,abandoned_buildings_community,hardship_index,complaint_violations,permit_violations,periodic_violations,registration_violations,logistic_probs,logistic_preds,lda_probs,lda_preds,gbm_probs,gbm_preds,log_rank,lda_rank,gbm_rank
sr19-00078584,no building permit and construction violation,bbd,,completed,phone call,2019-01-17,01/22/2019 08:15:44 pm,01/22/2019 08:15:42 pm,6784 n hiawatha ave,NA,NA,60646,6784,n,hiawatha,ave,FALSE,FALSE,NA,,12,41,1,b006,2,16,1621,14,wednesday,1136602.489,1944621.68,42.00421469,-87.77279785,"(42.00421468825548, -87.7727978501032)",16883,42.00420682,-87.77279205,0,-0.283751235,-0.004990081,-0.51537522,22.81949903,sound,0,0,1.386294361,0,0.693147181,0,0,1.098612289,0,0,0,0,0.19251669,0.430523211,0.998757957,0.251979506,0.510634995,0.388448999,0.147647881,0.474305232,0.061946903,0.24375097,0.170470424,0.005278683,-37.89042715,0,0,0,0,0.007384847,0,0.00386949,0,0.008200622,0,0.016937218,0.021243184,0.0155424
sr19-00053145,no building permit and construction violation,bbd,,completed,internet,2019-01-11,01/17/2019 01:29:42 pm,01/17/2019 01:29:39 pm,8757 s laflin st,NA,NA,60620,8757,s,laflin,st,FALSE,FALSE,NA,,71,21,13,m043,2,22,2222,32,monday,1167952.79,1846430.795,41.73414977,-87.66029194,"(41.73414976966591, -87.66029194130157)",673948,41.73410048,-87.66043759,1,-0.028962041,0.317568298,-0.51537522,-3.180500972,sound,0,0,0.693147181,0.693147181,0,0,0,0,1.386294361,0,0,1.386294361,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0.693147181,0,0,0,0.067103247,1,0.086320872,1,0.089323244,1,0.920506829,0.90544737,0.941463364
sr19-00062407,no building permit and construction violation,bbd,,completed,phone call,2019-01-14,01/17/2019 01:23:12 pm,01/17/2019 01:23:10 pm,4930 s langley ave,NA,NA,60615,4930,s,langley,ave,FALSE,FALSE,NA,,38,4,9,r033,2,2,223,3,tuesday,1181675.661,1872372.94,41.80503213,-87.60921789,"(41.80503213266089, -87.60921788663889)",451746,41.80492088,-87.60903532,1,0.587862872,1.86917487,9.48462478,31.81949903,sound,0,1.098612289,2.63905733,0.693147181,0,0,0,0,0,0.693147181,0,0,0.351791531,0.780311256,0.985884908,0.514296055,0.851610568,0.399927615,0.326094824,0.653275425,0.382193268,0.574375679,0.463264567,0.143684401,8.109572851,1.098612289,0,3.218875825,0,0.142329301,1,0.720747898,1,0.153779751,1,0.974367762,0.990781534,0.981249416
sr18-00216854,building violation,bba,,completed,phone call,2018-12-20,01/17/2019 01:33:57 pm,01/17/2019 01:33:54 pm,400 e 79th st,NA,NA,60619,400,e,79th,st,FALSE,FALSE,NA,,69,6,12,r040,2,6,624,44,tuesday,1180333.842,1852774.609,41.751275,-87.614735,"(41.751275, -87.614735)",612554,41.75122409,-87.61489696,0,0.000627779,1.42617905,-1.51537522,-15.18050097,unknown,0,2.944438979,3.135494216,1.386294361,0,0,0,0,0,0,0,0,0.105430867,1.162787476,0.853006373,0.632169576,0.604045442,0.37364921,0.35231366,0.751593239,0.38182322,0.338875035,0.298974785,0.221806595,17.10957285,0,0,1.098612289,0,0.054732188,1,0.063027696,1,0.04030082,1,0.898189749,0.891015215,0.847258659
sr19-00062544,no building permit and construction violation,bbd,,completed,phone call,2019-01-14,01/17/2019 01:31:01 pm,01/17/2019 01:30:59 pm,341 w 108th pl,NA,NA,60628,341,w,108th,pl,FALSE,FALSE,NA,,49,34,14,p048,1,5,513,27,tuesday,1175776.874,1832899.33,41.69684608,-87.632032,"(41.69684607454495, -87.63203200308175)",758214,41.69683825,-87.63202627,0,0.297879303,0.033601777,0.48462478,-5.180500972,sound,0,0,0,1.386294361,1.098612289,0,1.098612289,0,0,0,0,0,0.100350145,0.948074201,0.588765552,0.580198167,0.588542055,0.475303583,0.374878939,0.641808836,0.218058556,0.211949639,0.174774641,0.178872085,3.109572851,0,0,0,0,0.01805933,0,0.009584189,0,0.021822352,0,0.539905489,0.58758062,0.658382926
sr19-00078612,building violation,bba,,open,phone call,2019-01-17,01/17/2019 01:38:31 pm,,7802 s paulina st,NA,NA,60620,7802,s,paulina,st,FALSE,FALSE,NA,,71,17,11,l040,1,6,611,38,thursday,1166264.391,1852925.947,41.75200948,-87.66629302,"(41.75200947674136, -87.66629301563583)",611620,41.75200165,-87.66628727,1,-0.255305595,1.17784936,-1.51537522,-3.180500972,unknown,0,1.791759469,1.791759469,1.386294361,1.098612289,0,1.386294361,1.098612289,1.386294361,0.693147181,0,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,3.850147602,0,4.304065093,0,0.594738785,1,0.996941656,1,0.652120788,1,0.999686348,0.999671808,0.999966765
sr19-00078637,no building permit and construction violation,bbd,,open,internet,2019-01-17,01/17/2019 01:45:01 pm,,7824 s yates blvd,NA,NA,NA,7824,s,yates,blvd,FALSE,FALSE,NA,,43,7,12,v040,1,4,414,15,friday,1193480.296,1853431.932,41.75277564,-87.5665437,"(41.752775642640444, -87.56654370188508)",607532,41.75276781,-87.56653798,0,-0.433788375,-0.271085284,0.48462478,18.81949903,sound,0,0,0.693147181,0,1.098612289,0,0,0,0,0,0,0,0.229452055,1.484961286,1.128499107,0.702352591,0.709350804,0.402173913,0.535586659,0.745235259,0.432846933,0.254318046,0.355122096,0.171083979,6.109572851,0,0,0,0,0.022566408,0,0.012172189,0,0.015749944,0,0.650655865,0.676680688,0.463084593
sr19-00078669,building violation,bba,,open,phone call,2019-01-17,01/17/2019 01:56:26 pm,,2949 n avers ave,NA,NA,60618,2949,n,avers,ave,FALSE,FALSE,NA,,21,30,3,g015,2,25,2523,18,friday,1150277.393,1919519.288,41.93507534,-87.72314499,"(41.93507533497508, -87.72314498463103)",230526,41.93506748,-87.7231392,0,-0.020689642,-0.388538558,0.48462478,-34.18050097,sound,0.693147181,0,0,0,0,0,1.386294361,0,0,0.693147181,0,0,4.925636943,0.587579618,0.901751592,0.276910828,0.423726115,0.112101911,0.24888535,0.671974522,0.270541401,0.933917197,0.453343949,0.042197452,-6.890427149,0,0,0,0,0.012902355,0,0.005827868,0,0.015659393,0,0.297674612,0.264232227,0.458738121
sr18-00221766,building violation,bba,,completed,phone call,2018-12-21,01/17/2019 01:58:35 pm,01/17/2019 01:58:33 pm,7850 s doctor martin luther king jr dr,NA,NA,60619,7850,s,doctor martin luther king jr,dr,FALSE,FALSE,NA,,69,6,12,q040,2,6,623,35,tuesday,1180169.555,1852806.486,41.751367,-87.615336,"(41.751367, -87.615336)",612283,41.7513667,-87.61533502,0,0.858153202,0.706274898,-0.51537522,-29.18050097,sound,0.693147181,0.693147181,1.098612289,0,0,0,0,0,0,0,0,0,0.105430867,1.162787476,0.853006373,0.632169576,0.604045442,0.37364921,0.35231366,0.751593239,0.38182322,0.338875035,0.298974785,0.221806595,17.10957285,0,0.693147181,0,0,0.036168835,1,0.017107323,1,0.034096801,1,0.819789168,0.764893805,0.817670457
sr18-00236884,building violation,bba,,completed,internet,2018-12-27,01/17/2019 01:58:27 pm,01/17/2019 01:58:25 pm,250 w 24th pl,NA,NA,60616,250,w,24th,pl,FALSE,FALSE,NA,,34,25,9,p027,1,9,914,6,tuesday,1174808.834,1888134.255,41.848431,-87.633927,"(41.848431, -87.633927)",391602,41.84833315,-87.63389349,0,0.976637746,0.077764488,1.48462478,-41.18050097,sound,0,1.098612289,0,0,0,0,0,0,0,0.693147181,0,0,2.127399651,1.011634671,1.228039558,0.431646306,0.674810937,0.055264689,0.214077952,0.440954043,0.219313554,0.449098313,0.344968005,0.010471204,33.10957285,0,0,0,0,0.024140372,0,0.011323803,0,0.01911133,0,0.679694656,0.652861816,0.595848782
sr18-00238763,building violation,bba,,completed,mobile device,2018-12-27,01/17/2019 01:58:39 pm,01/17/2019 01:58:37 pm,5335 s carpenter st,NA,NA,60609,5335,s,carpenter,st,FALSE,FALSE,NA,,61,20,11,n034,3,9,934,25,wednesday,1170299.655,1869304.11,41.796858,-87.651024,"(41.796858, -87.651024)",474641,41.79681084,-87.65115797,0,0.156549311,-0.251920934,0.48462478,-25.18050097,needs minor repair,0.693147181,1.945910149,0,1.945910149,0,0,0,0,0,0,0,0,1.742095328,0.797781973,0.722510618,0.449032563,0.469915054,0.175318546,0.266517225,0.643817839,0.230651251,0.521236432,0.263921661,0.204931571,42.10957285,0,0,0,0,0.032643849,1,0.017590297,1,0.026800063,1,0.789902892,0.770738952,0.746340551
sr19-00078684,no building permit and construction violation,bbd,,open,phone call,2019-01-17,01/17/2019 02:00:23 pm,,456 n may st,NA,NA,60642,456,n,may,st,FALSE,FALSE,NA,,24,27,5,n021,1,12,1214,40,friday,1168665.147,1903436.65,41.89056463,-87.65603623,"(41.890564627144194, -87.65603622485273)",349479,41.89055677,-87.65603047,0,0.57397376,0.406439176,0.48462478,-60.18050097,sound,0,0,0,0,0,0,0,0,0,0,0.693147181,0,4.069444444,0.684064327,0.947880117,0.320833333,0.534868421,0.105409357,0.236695906,0.598903509,0.327923977,0.799122807,0.372076023,0.027266082,-38.89042715,0,0,0,0,0.018014034,0,0.008161813,0,0.015481717,0,0.538563639,0.514588981,0.449640131
sr18-00234320,building violation,bba,,completed,internet,2018-12-26,01/17/2019 02:51:02 pm,12/26/2018 07:20:22 pm,3850 w 110 pl,NA,NA,60655,3850,w,110,pl,FALSE,FALSE,NA,,74,19,13,g048,1,22,2211,4,monday,1152457.517,1831106.58,41.692408,-87.717457,"(41.692408, -87.717457)",769215,41.69240793,-87.71745577,0,-0.775253901,-0.431227197,-0.51537522,12.81949903,sound,0,0,0,0,0.693147181,0,0,1.098612289,0,1.098612289,0,0,0.111906615,0.570894942,0.612762646,0.267081712,0.41463035,0.332451362,0.155019455,0.509416342,0.062101167,0.222568093,0.071750973,0.010116732,-32.89042715,0,0,0,0,0.007532701,0,0.003748156,0,0.008492623,0,0.020719738,0.015686763,0.026142182
sr19-00006090,no building permit and construction violation,bbd,,completed,internet,2019-01-02,01/17/2019 02:07:13 pm,01/17/2019 02:07:10 pm,1700 n kedvale ave,NA,NA,60639,1700,n,kedvale,ave,FALSE,FALSE,NA,,23,26,6,f018,3,25,2534,22,monday,1148365.27,1911018.812,41.911779,-87.730387,"(41.911779, -87.730387)",302310,41.9117509,-87.73020138,1,0.03717265,0.418151447,-1.51537522,-20.18050097,unknown,1.609437912,3.135494216,0.693147181,1.609437912,1.609437912,0,1.386294361,0,0,1.609437912,1.609437912,0,1.270446993,0.777360918,0.717654625,0.459641977,0.58880909,0.178368528,0.414299496,1.062814878,0.365526852,0.658698682,0.381820131,0.160252975,36.10957285,0,0,0,0,0.045919519,1,0.021897115,1,0.02962411,1,0.87217739,0.808628551,0.781677312
sr19-00042955,building violation,bba,,completed,internet,2019-01-09,01/17/2019 02:13:38 pm,01/17/2019 02:13:36 pm,6715 s dorchester ave,NA,NA,60637,6715,s,dorchester,ave,FALSE,FALSE,NA,,43,5,12,t038,2,3,321,13,monday,1186709.157,1860673.819,41.77281097,-87.59112782,"(41.772810967616806, -87.59112782068878)",555613,41.7728011,-87.59101147,0,0.247797983,1.170828697,-1.51537522,-10.18050097,unknown,0,2.197224577,1.791759469,1.098612289,0.693147181,0,0,0,0,0,0,0.693147181,0.229452055,1.484961286,1.128499107,0.702352591,0.709350804,0.402173913,0.535586659,0.745235259,0.432846933,0.254318046,0.355122096,0.171083979,6.109572851,0,0,0,0,0.045691075,1,0.026547288,1,0.039653729,1,0.871348601,0.833677104,0.845026744
sr19-00013321,no building permit and construction violation,bbd,,completed,phone call,2019-01-04,01/17/2019 02:24:15 pm,01/17/2019 02:24:10 pm,636 n lockwood ave,NA,NA,60644,636,n,lockwood,ave,FALSE,FALSE,NA,,25,37,6,c021,2,15,1524,17,tuesday,1140839.126,1903872.137,41.892309,-87.758212,"(41.892309, -87.758212)",347522,41.89230905,-87.75821117,0,-0.575563838,-0.322286003,0.48462478,-35.18050097,needs minor repair,0,0,0,0,0.693147181,0,0,0,0,1.386294361,0,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,0,0,0,0,0.032989337,1,0.015465334,1,0.026046183,1,0.793137041,0.742620346,0.730815807
sr19-00045699,no building permit and construction violation,bbd,,completed,internet,2019-01-10,01/17/2019 02:17:36 pm,01/17/2019 02:17:34 pm,4942 n francisco ave,NA,NA,60625,4942,n,francisco,ave,FALSE,FALSE,NA,,4,40,2,i010,3,20,2031,17,thursday,1156080.321,1933013.637,41.97198938,-87.70145329,"(41.97198937634035, -87.7014532846499)",91420,41.97198151,-87.7014475,0,0.309106365,0.897643061,-1.51537522,-11.18050097,unknown,2.302585093,1.098612289,1.945910149,1.098612289,1.098612289,0,1.098612289,0,0,0,0.693147181,0,3.229936415,0.511084379,0.963739474,0.278226499,0.918542705,0.190067022,0.1855989,0.495961505,0.194706994,0.710431346,0.390960646,0.012888813,-31.89042715,0,0,0,0,0.018795687,0,0.008700571,0,0.029953079,1,0.561526718,0.545607312,0.783905073
sr19-00054543,no building permit and construction violation,bbd,,completed,phone call,2019-01-11,01/17/2019 02:27:36 pm,01/17/2019 02:27:34 pm,7002 s indiana ave,NA,NA,60637,7002,s,indiana,ave,FALSE,FALSE,NA,,69,6,12,q038,2,3,322,11,monday,1178795.219,1858596.821,41.76729522,-87.62020109,"(41.767295217217075, -87.6202010879417)",570253,41.76728738,-87.62019535,0,0.175477321,-0.347123268,0.48462478,-9.180500972,sound,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0.105430867,1.162787476,0.853006373,0.632169576,0.604045442,0.37364921,0.35231366,0.751593239,0.38182322,0.338875035,0.298974785,0.221806595,17.10957285,0,1.386294361,0,0,0.023041367,0,0.011627048,0,0.02217023,0,0.659660383,0.661870489,0.669124994
sr19-00078760,building violation,bba,,open,internet,2019-01-17,01/17/2019 02:17:49 pm,,5710 n winthrop ave,NA,NA,60660,5710,n,winthrop,ave,FALSE,FALSE,NA,,77,48,2,n008,2,20,2022,41,wednesday,1167719.234,1938178.229,41.98591762,-87.6585057,"(41.98591762206827, -87.65850569947781)",51224,41.9858547,-87.65823215,0,0.394445501,1.356804904,1.48462478,-0.180500972,sound,2.397895273,0,0,0,0,0,0.693147181,0,1.098612289,1.386294361,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,2.772588722,0,2.63905733,0,0.253877501,1,0.913270497,1,0.324794728,1,0.993220128,0.996799086,0.998552215
sr19-00078764,building violation,bba,,open,phone call,2019-01-17,01/17/2019 02:18:36 pm,,3509 n natoma ave,NA,NA,60634,3509,n,natoma,ave,FALSE,FALSE,NA,,17,38,3,z114,3,16,1632,8,tuesday,1131522.048,1922667.202,41.94405919,-87.79199959,"(41.94405919008858, -87.79199959185793)",193366,41.94403773,-87.7921194,0,-0.110816826,0.030191298,0.48462478,-11.18050097,sound,0,0.693147181,0,0,0,0,0,0.693147181,0,0,0,0,0.418301745,0.509977457,0.672288553,0.210069299,0.605994823,0.167821658,0.217249729,0.517909326,0.096184353,0.272188361,0.374050263,0.014360858,-20.89042715,2.833213344,0,0,0,0.055221387,1,0.204636797,1,0.060227272,1,0.899292725,0.944448253,0.900673002
sr19-00078786,building violation,bba,,open,phone call,2019-01-17,01/17/2019 02:21:53 pm,,7920 s bennett ave,NA,NA,60617,7920,s,bennett,ave,FALSE,FALSE,NA,,46,8,12,u041,1,4,414,11,friday,1190163.58,1852718.99,41.75089974,-87.57872083,"(41.750899740865336, -87.57872082539879)",613452,41.75091913,-87.57855674,0,0.361265086,-0.040842978,0.48462478,-8.180500972,sound,0,0,0,0,0,0,0,0.693147181,1.386294361,0,0,0.693147181,0.62284513,1.062368605,0.601121233,0.652838122,0.696706377,0.358934828,0.448633497,0.618640505,0.308339173,0.184583041,0.200280308,0.240504555,26.10957285,3.496507561,0,0,0,0.257607449,1,0.781857571,1,0.225049585,1,0.993483928,0.992894013,0.994065535
sr19-00078852,building violation,bba,,open,phone call,2019-01-17,01/17/2019 02:35:29 pm,,6427 s saint lawrence ave,NA,NA,60637,6427,s,saint lawrence,ave,FALSE,FALSE,NA,,42,20,12,r037,1,3,312,33,monday,1181424.884,1862416.692,41.77771709,-87.61044466,"(41.777717087878024, -87.61044465672222)",537001,41.77770925,-87.61043892,1,0.359533484,-0.267244822,0.48462478,-31.18050097,needs minor repair,0,0.693147181,0,1.098612289,0,0,0,0,0.693147181,0,0,0.693147181,0.225786164,1.411949686,0.880188679,0.761006289,0.648742138,0.289622642,0.396855346,0.617610063,0.425786164,0.286163522,0.389308176,0.258805031,9.109572851,3.044522438,0,0,0,0.246809463,1,0.713573648,1,0.207570889,1,0.992619827,0.990544737,0.992262554
sr19-00078869,building violation,bba,,open,phone call,2019-01-17,01/17/2019 02:37:32 pm,,4606 s michigan ave,NA,NA,60653,4606,s,michigan,ave,FALSE,FALSE,NA,,38,3,9,q032,1,2,215,1,tuesday,1177834.881,1874454.24,41.81083134,-87.62324105,"(41.81083133935345, -87.62324104606488)",440689,41.8108235,-87.6232353,0,0.587862872,0.647621174,-1.51537522,-32.18050097,unknown,1.791759469,3.044522438,1.098612289,1.945910149,0.693147181,0,1.098612289,0,0,0.693147181,0,0,0.351791531,0.780311256,0.985884908,0.514296055,0.851610568,0.399927615,0.326094824,0.653275425,0.382193268,0.574375679,0.463264567,0.143684401,8.109572851,0,0,0,1.386294361,0.035542173,1,0.012115267,0,0.043329058,1,0.815067768,0.675174742,0.858684115
sr19-00006508,building violation,bba,,completed,phone call,2019-01-02,01/17/2019 02:51:22 pm,01/17/2019 02:51:19 pm,1036 w 98th st,NA,NA,60643,1036,w,98th,st,FALSE,FALSE,NA,,73,34,13,n045,2,22,2223,52,monday,1170971.467,1839876.322,41.71609,-87.649419,"(41.71609, -87.649419)",711681,41.71594744,-87.64934737,1,0.36385688,0.419695423,0.48462478,-2.180500972,sound,0,1.945910149,0.693147181,1.098612289,0,0.693147181,0,0,2.397895273,0,0.693147181,0,0.047619048,1.063955509,0.686247248,0.509095122,0.60456494,0.389526127,0.352334608,0.707681613,0.252693778,0.194878925,0.194299618,0.088170548,-0.890427149,3.433987204,0,0,0,0.301330722,1,0.900373803,1,0.233243224,1,0.99579166,0.996452199,0.994719842
sr19-00079127,no building permit and construction violation,bbd,,open,phone call,2019-01-17,01/17/2019 03:13:51 pm,,2416 s wentworth ave,NA,NA,60616,2416,s,wentworth,ave,FALSE,FALSE,NA,,34,25,9,p027,1,9,914,6,tuesday,1175291.392,1888193.538,41.84859043,-87.63215895,"(41.84859042683869, -87.63215894681241)",391468,41.8486052,-87.63205586,0,0.777057308,-0.087591737,1.48462478,-41.18050097,sound,0.693147181,1.098612289,0.693147181,0,0,0,0,0.693147181,0,0,0,0,2.127399651,1.011634671,1.228039558,0.431646306,0.674810937,0.055264689,0.214077952,0.440954043,0.219313554,0.449098313,0.344968005,0.010471204,33.10957285,0,0,2.48490665,0,0.041441776,1,0.074497013,1,0.023356981,1,0.852477541,0.89865088,0.68930363
sr19-00079111,no building permit and construction violation,bbd,,open,phone call,2019-01-17,01/18/2019 04:16:42 pm,,4931 w huron st,NA,NA,60644,4931,w,huron,st,FALSE,FALSE,NA,,25,37,6,d021,3,15,1532,30,tuesday,1143222.192,1904113.288,41.89293449,-87.74945881,"(41.89293448471662, -87.74945881244258)",346313,41.89301885,-87.74945435,0,0.343812636,-0.170750569,0.48462478,-20.18050097,needs minor repair,0,0,0,0,0,0.693147181,0,0,1.098612289,0,0,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,1.791759469,0,0,0,0.123731351,1,0.292058542,1,0.145362573,1,0.966867113,0.960195254,0.978389157
sr19-00048970,no building permit and construction violation,bbd,,completed,phone call,2019-01-10,01/17/2019 03:23:54 pm,01/17/2019 03:23:51 pm,5827 n paulina st,NA,NA,60660,5827,n,paulina,st,FALSE,FALSE,NA,,77,40,2,l008,1,20,2012,22,wednesday,1164333.706,1938764.102,41.9875978,-87.67094082,"(41.98759779689837, -87.67094081722745)",47339,41.98761736,-87.67139822,0,0.394445501,0.918971885,1.48462478,-3.180500972,sound,0,0,1.609437912,0,0,0,0,0,0.693147181,0,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,0.693147181,0,0,0,0.030429133,1,0.03683651,1,0.112670202,1,0.767523498,0.861020927,0.961397933
sr19-00054332,no building permit and construction violation,bbd,,completed,phone call,2019-01-11,01/17/2019 03:20:56 pm,01/17/2019 03:20:53 pm,7263 s exchange ave,NA,NA,60649,7263,s,exchange,ave,FALSE,FALSE,NA,,43,7,12,w039,3,3,334,5,friday,1194286.255,1857193.569,41.76307812,-87.56346689,"(41.763078115585955, -87.5634668880461)",578919,41.76307028,-87.56346117,0,0.247797983,1.918979944,-1.51537522,-10.18050097,unknown,0.693147181,0,1.945910149,0,0.693147181,0,0,0,0,0,0,0,0.229452055,1.484961286,1.128499107,0.702352591,0.709350804,0.402173913,0.535586659,0.745235259,0.432846933,0.254318046,0.355122096,0.171083979,6.109572851,0,1.386294361,0,0,0.051019322,1,0.028668265,1,0.039394961,1,0.888757335,0.841447785,0.844052552
sr19-00079226,building violation,bba,,open,internet,2019-01-17,01/17/2019 03:24:59 pm,,1619 n whipple st,NA,NA,60647,1619,n,whipple,st,FALSE,FALSE,NA,,23,26,5,i018,2,14,1421,30,monday,1155783.364,1910728.933,41.91084458,-87.70314767,"(41.91084458367319, -87.70314766711019)",305167,41.91083673,-87.70314189,0,0.132917707,-0.228786807,0.48462478,-40.18050097,sound,0,0,0,0,0,0,0,0,0,0,0,0,1.270446993,0.777360918,0.717654625,0.459641977,0.58880909,0.178368528,0.414299496,1.062814878,0.365526852,0.658698682,0.381820131,0.160252975,36.10957285,0,0,0,0,0.028516979,1,0.01156094,0,0.021796254,0,0.745277042,0.659990653,0.656437659
sr19-00079243,building violation,bba,,open,phone call,2019-01-17,01/17/2019 03:27:07 pm,,5220 n kenmore ave,NA,NA,60640,5220,n,kenmore,ave,FALSE,FALSE,NA,,77,48,2,n009,2,20,2023,12,thursday,1168195.621,1934955.209,41.97706326,-87.6568472,"(41.97706325669811, -87.65684720055566)",856717,41.97703058,-87.65657999,0,0.394445501,1.416566997,6.48462478,0.819499028,sound,0.693147181,0,0.693147181,1.098612289,0.693147181,0,0,0,0,0,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,0,0,2.48490665,0,0.039603018,1,0.124392226,1,0.03530172,1,0.842326427,0.921865296,0.824803448
